Mj_hon	Mj_strat	Mj_ossChoose0	Mj_ossChoose1	Mj_probChoose2	Mj_probChoose3	Mj_probChoose4	Mj_probChoose5	Mj_probChoose6	Mj_reluctantStrat7	Mj_probChoose8	Mj_strat_push	Mj_ossChoose0_push	Mj_ossChoose1_push	Mj_probChoose2_push	Mj_probChoose3_push	Mj_probChoose4_push	Mj_probChoose5_push	Mj_probChoose6_push	Mj_reluctantStrat7_push	Mj_probChoose8_push	Score_hon	Score_strat	Score_ossChoose0	Score_ossChoose1	Score_probChoose2	Score_probChoose3	Score_probChoose4	Score_strat_push	Score_ossChoose0_push	Score_ossChoose1_push	Score_probChoose2_push	Score_probChoose3_push	Score_probChoose4_push	Irv_hon	Irv_strat	Irv_ossChoose0	Irv_ossChoose1	Irv_probChoose2	Irv_probChoose3	Irv_probChoose4	Irv_strat_push	Irv_ossChoose0_push	Irv_ossChoose1_push	Irv_probChoose2_push	Irv_probChoose3_push	Irv_probChoose4_push	type_hon	type_strat	type_ossChoose0	type_ossChoose1	type_probChoose2	type_probChoose3	type_probChoose4	type_strat_push	type_ossChoose0_push	type_ossChoose1_push	type_probChoose2_push	type_probChoose3_push	type_probChoose4_push
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.7935102142761761	1.0	1.0	1.0	1.0	0	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.6633071184806771	0.6633071184806771	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	0.8745289439075921	0.8745289439075921	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1	1	0	0	0	0	0	0	0	1.0	1.0	0.8745289439075921	0.8745289439075921	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.6238117622041535	1.0	1.0	1.0	1.0	0	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.49488630790740207	0.49488630790740207	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	0.49488630790740207	0.49488630790740207	1.0	1.0	1.0	0	1	1	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.17577769965168238	0.17577769965168238	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0.17577769965168238	1.0	0.17577769965168238	0.17577769965168238	0.17577769965168238	1.0	1.0	1	0	0	0	1	1
0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0	0	0	0	0	0	0	0	0	0	0.9588044782055306	0.9588044782055306	1.0	1.0	0.9588044782055306	0.9588044782055306	0.9588044782055306	0	1	1	0	0	0	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0	0	0	0	0	0	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0.9588044782055306	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.3738390566806203	1.0	1.0	1.0	1.0	0	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	0.7165915218825155	0.7165915218825155	0.6125092059927005	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1	1	0	0	0	0	0	0	0	1.0	1.0	0.7165915218825155	0.7165915218825155	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	-0.024634879555518883	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	0	0	0	0	0	0	0	0	0	1.0	1.0	0.33067076662173367	0.33067076662173367	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.30682167432067275	0.30682167432067275	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.6794912188782697	0.6794912188782697	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
0.4173830391998534	1.0	1.0	1.0	0.4173830391998534	1.0	1.0	0.4173830391998534	1.0	1.0	0.4173830391998534	1	1	1	0	1	1	0	1	1	0	1.0	1.0	0.4173830391998534	0.4173830391998534	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0.4173830391998534	1.0	0.4173830391998534	0.4173830391998534	0.4173830391998534	1.0	1.0	1	0	0	0	1	1
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.8171396725645582	0.8171396725645582	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.8256048811196434	0.8256048811196434	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.36322285363659984	1.0	1.0	1.0	1.0	0	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.08218641887742291	1.0	1.0	1.0	1.0	0	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.4023561299802375	0.4023561299802375	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	0.7936320621715539	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1	0	0	0	0	0	0	0	0	1.0	1.0	0.7936320621715539	0.7936320621715539	1.0	0.7936320621715539	1.0	0	1	1	0	1	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
-0.5982975321022078	0.5247592310499832	0.5247592310499832	0.5247592310499832	0.5247592310499832	0.5247592310499832	0.5247592310499832	0.5247592310499832	0.5247592310499832	0.5247592310499832	0.5247592310499832	1	1	1	1	1	1	1	1	1	1	1.0	1.0	0.5247592310499832	0.5247592310499832	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.6908226631287834	0.6908226631287834	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0.8565511025511516	1.0	1.0	1.0	1.0	1.0	1.0	1	1	1	1	1	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	1	1	1	1	1	1	1	1	1	1	1.0	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	1	1	1	1	1	1	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0	0	0	0	0	0	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0.23268227449157783	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.6692111472973841	0.6692111472973841	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	0.7241807152722243	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1	0	0	0	0	0	0	0	0	1.0	1.0	0.7241807152722243	0.7241807152722243	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	0.682034735871866	0.682034735871866	0.682034735871866	1.0	1.0	0.682034735871866	1.0	1.0	0.682034735871866	0.682034735871866	1	1	1	0	0	1	0	0	1	1	1.0	0.682034735871866	0.682034735871866	0.682034735871866	1.0	1.0	1.0	1	1	1	0	0	0	0.682034735871866	0.682034735871866	0.682034735871866	0.682034735871866	0.682034735871866	0.682034735871866	0.682034735871866	0	0	0	0	0	0	0.682034735871866	0.682034735871866	0.682034735871866	0.682034735871866	0.682034735871866	0.682034735871866	0.682034735871866	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.8504551241313882	0.8504551241313882	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
0.7100848608564279	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1	1	1	1	1	1	1	1	1	1.0	1.0	0.7100848608564279	0.7100848608564279	1.0	1.0	1.0	0	1	1	0	0	0	0.7100848608564279	0.7100848608564279	0.7100848608564279	0.7100848608564279	1.0	1.0	0.7100848608564279	0	0	0	1	1	0	0.6947497889520958	0.7100848608564279	0.6947497889520958	0.6947497889520958	0.7100848608564279	0.7100848608564279	0.7100848608564279	1	0	0	1	1	1
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
0.027368478919309137	1.0	1.0	1.0	1.0	1.0	1.0	0.027368478919309137	0.027368478919309137	1.0	1.0	1	1	1	1	1	1	0	0	1	1	1.0	1.0	0.46423049360475505	0.46423049360475505	1.0	1.0	1.0	0	1	1	0	0	0	0.027368478919309137	0.027368478919309137	0.027368478919309137	0.027368478919309137	0.027368478919309137	0.027368478919309137	0.027368478919309137	0	0	0	0	0	0	0.027368478919309137	0.027368478919309137	0.027368478919309137	0.027368478919309137	0.027368478919309137	0.027368478919309137	0.027368478919309137	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.8905691213433956	0.8905691213433956	1.0	1.0	0.8905691213433956	0	1	1	0	0	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.6973029760450693	0.6973029760450693	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.4632549397132549	1.0	1.0	1.0	1.0	0	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0	0	0	0	0	0	0	0	0	0	1.0	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	1	1	1	1	1	1	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0	0	0	0	0	0	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0.11312497415649511	0	0	0	0	0	0
1.0	0.9890190343793399	0.9890190343793399	0.9890190343793399	1.0	0.9890190343793399	0.9890190343793399	0.9890190343793399	1.0	1.0	1.0	1	1	1	0	1	1	1	0	0	0	0.9890190343793399	1.0	1.0	1.0	0.9890190343793399	1.0	1.0	1	1	1	0	1	1	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
-0.6216305632097557	1.0	0.6058714401821774	0.6058714401821774	-0.6216305632097557	-0.6216305632097557	0.6058714401821774	1.0	1.0	0.6058714401821774	-0.6216305632097557	1	1	1	0	0	1	1	1	1	0	1.0	0.6058714401821774	-0.6216305632097557	-0.6216305632097557	1.0	-0.6216305632097557	0.6058714401821774	1	1	1	0	1	1	-0.6216305632097557	-0.6216305632097557	-0.6216305632097557	-0.6216305632097557	0.6058714401821774	0.6058714401821774	-0.6216305632097557	0	0	0	1	1	0	0.6058714401821774	-1.3967013300254214	0.6058714401821774	0.6058714401821774	-1.3967013300254214	-1.3967013300254214	-1.3967013300254214	1	0	0	1	1	1
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.6612079035434372	1.0	1.0	1.0	1.0	0	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.35898932885381796	1.0	1.0	1.0	1.0	0	1	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.8460960381101689	0.8460960381101689	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	0.29416392352363424	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1	0	0	0	0	0	0	0	0	1.0	1.0	0.29416392352363424	0.29416392352363424	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	0.12757364241441363	0.7482965024321306	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	1	0	0	0	0	0	0	0	0	1.0	1.0	0.7482965024321306	0.7482965024321306	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.9803153315423521	0.9803153315423521	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.37705036624273797	0.37705036624273797	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.8124656982010912	0.8124656982010912	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	0.8221107264318851	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	1	0	0	0	0	0	0	0	0	1.0	1.0	0.8221107264318851	0.8221107264318851	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0.6132020157159191	0.6132020157159191	1.0	1.0	1.0	0	1	1	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0	0	0	0	0	0
